Temp,Alpha
101.83,0.6831
101.85,0.68462
101.86,0.68614
101.88,0.68767
101.9,0.6892
101.91,0.69073
101.93,0.69226
101.95,0.6938
101.96,0.69534
101.98,0.69688
102,0.69842
102.01,0.69997
102.03,0.70152
102.05,0.70307
102.06,0.70463
102.08,0.70618
102.1,0.70774
102.11,0.7093
102.13,0.71087
102.15,0.71243
102.16,0.714
102.18,0.71557
102.2,0.71714
102.21,0.71872
102.23,0.7203
102.25,0.72188
102.26,0.72347
102.28,0.72506
102.3,0.72665
102.31,0.72825
102.33,0.72985
102.35,0.73145
102.36,0.73306
102.38,0.73466
102.4,0.73627
102.41,0.73788
102.43,0.73949
102.45,0.74111
102.46,0.74272
102.48,0.74434
102.5,0.74597
102.51,0.74759
102.53,0.74922
102.55,0.75085
102.56,0.75248
102.58,0.75411
102.6,0.75575
102.61,0.7574
102.63,0.75904
102.65,0.76069
102.66,0.76234
102.68,0.764
102.7,0.76566
102.71,0.76732
102.73,0.76898
102.75,0.77065
102.76,0.77232
102.78,0.77399
102.8,0.77566
102.81,0.77734
102.83,0.77902
102.85,0.7807
102.86,0.78239
102.88,0.78408
102.9,0.78577
102.91,0.78746
102.93,0.78916
102.95,0.79086
102.96,0.79256
102.98,0.79427
103,0.79598
103.01,0.7977
103.03,0.79942
103.05,0.80113
103.06,0.80286
103.08,0.80458
103.1,0.80631
103.11,0.80804
103.13,0.80977
103.15,0.81151
103.16,0.81325
103.18,0.81499
103.2,0.81674
103.21,0.81849
103.23,0.82024
103.25,0.822
103.26,0.82375
103.28,0.82552
103.3,0.82728
103.31,0.82905
103.33,0.83082
103.35,0.8326
103.36,0.83438
103.38,0.83616
103.4,0.83794
103.41,0.83973
103.43,0.84152
103.45,0.84332
103.46,0.84512
103.48,0.84692
103.5,0.84872
103.51,0.85053
103.53,0.85234
103.55,0.85415
103.56,0.85596
103.58,0.85778
103.6,0.8596
103.61,0.86142
103.63,0.86325
103.65,0.86508
103.66,0.86691
103.68,0.86874
103.7,0.87058
103.71,0.87242
103.73,0.87426
103.75,0.8761
103.76,0.87795
103.78,0.8798
103.8,0.88166
103.81,0.88351
103.83,0.88538
103.85,0.88724
103.86,0.88911
103.88,0.89098
103.9,0.89285
103.91,0.89473
103.93,0.89661
103.95,0.89849
103.96,0.90037
103.98,0.90226
104,0.90415
104.01,0.90604
104.03,0.90794
104.05,0.90984
104.06,0.91174
104.08,0.91365
104.1,0.91556
104.12,0.91747
104.13,0.91939
104.15,0.92131
104.16,0.92323
104.18,0.92516
104.2,0.92709
104.21,0.92903
104.23,0.93096
104.25,0.9329
104.26,0.93484
104.28,0.93679
104.3,0.93873
104.32,0.94068
104.33,0.94264
104.35,0.94459
104.37,0.94655
104.38,0.94851
104.4,0.95047
104.41,0.95244
104.43,0.95441
104.45,0.95638
104.46,0.95835
104.48,0.96033
104.5,0.96231
104.51,0.96429
104.53,0.96628
104.55,0.96826
104.56,0.97026
104.58,0.97225
104.6,0.97425
104.62,0.97625
104.63,0.97826
104.65,0.98027
104.66,0.98228
104.68,0.9843
104.7,0.98632
104.71,0.98834
104.73,0.99037
104.75,0.9924
104.77,0.99443
104.78,0.99647
104.8,0.99851
104.82,1.0006
104.83,1.0026
104.85,1.0047
104.86,1.0067
104.88,1.0088
104.9,1.0108
104.92,1.0129
104.93,1.015
104.95,1.017
104.97,1.0191
104.98,1.0212
105,1.0233
105.01,1.0254
105.03,1.0274
105.05,1.0295
105.07,1.0316
105.08,1.0337
105.1,1.0358
105.11,1.0379
105.13,1.04
105.15,1.0421
105.16,1.0442
105.18,1.0464
105.2,1.0485
105.22,1.0506
105.23,1.0527
105.25,1.0549
105.27,1.057
105.28,1.0591
105.3,1.0613
105.32,1.0634
105.33,1.0656
105.35,1.0677
105.37,1.0699
105.38,1.072
105.4,1.0742
105.41,1.0763
105.43,1.0785
105.45,1.0807
105.46,1.0828
105.48,1.085
105.5,1.0872
105.52,1.0894
105.53,1.0916
105.55,1.0938
105.57,1.0959
105.58,1.0981
105.6,1.1003
105.61,1.1026
105.63,1.1048
105.65,1.107
105.67,1.1092
105.68,1.1114
105.7,1.1136
105.72,1.1158
105.73,1.1181
105.75,1.1203
105.77,1.1225
105.78,1.1248
105.8,1.127
105.82,1.1292
105.83,1.1315
105.85,1.1337
105.87,1.136
105.88,1.1382
105.9,1.1405
105.92,1.1428
105.93,1.145
105.95,1.1473
105.97,1.1496
105.98,1.1518
106,1.1541
106.02,1.1564
106.03,1.1587
106.05,1.161
106.07,1.1633
106.08,1.1656
106.1,1.1679
106.12,1.1702
106.13,1.1725
106.15,1.1748
106.17,1.1771
106.18,1.1794
106.2,1.1817
106.22,1.1841
106.23,1.1864
106.25,1.1887
106.27,1.1911
106.28,1.1934
106.3,1.1958
106.32,1.1981
106.33,1.2005
106.35,1.2028
106.37,1.2052
106.38,1.2075
106.4,1.2099
106.42,1.2123
106.43,1.2146
106.45,1.217
106.47,1.2194
106.48,1.2218
106.5,1.2241
106.52,1.2265
106.53,1.2289
106.55,1.2313
106.57,1.2337
106.58,1.2361
106.6,1.2385
106.62,1.2409
106.63,1.2434
106.65,1.2458
106.67,1.2482
106.68,1.2506
106.7,1.253
106.72,1.2555
106.73,1.2579
106.75,1.2604
106.77,1.2628
106.78,1.2652
106.8,1.2677
106.82,1.2702
106.83,1.2726
106.85,1.2751
106.87,1.2775
106.88,1.28
106.9,1.2825
106.92,1.285
106.93,1.2874
106.95,1.2899
106.97,1.2924
106.98,1.2949
107,1.2974
107.02,1.2999
107.03,1.3024
107.05,1.3049
107.07,1.3074
107.08,1.3099
107.1,1.3124
107.12,1.3149
107.13,1.3175
107.15,1.32
107.17,1.3225
107.18,1.3251
107.2,1.3276
107.22,1.3302
107.23,1.3327
107.25,1.3353
107.27,1.3378
107.28,1.3404
107.3,1.3429
107.32,1.3455
107.33,1.3481
107.35,1.3507
107.37,1.3532
107.38,1.3558
107.4,1.3584
107.42,1.361
107.43,1.3636
107.45,1.3662
107.47,1.3688
107.48,1.3714
107.5,1.374
107.52,1.3766
107.53,1.3792
107.55,1.3819
107.57,1.3845
107.58,1.3871
107.6,1.3898
107.62,1.3924
107.63,1.395
107.65,1.3977
107.67,1.4004
107.68,1.403
107.7,1.4057
107.72,1.4083
107.73,1.411
107.75,1.4137
107.77,1.4164
107.78,1.419
107.8,1.4217
107.82,1.4244
107.83,1.4271
107.85,1.4298
107.87,1.4325
107.88,1.4352
107.9,1.4379
107.92,1.4406
107.93,1.4433
107.95,1.446
107.97,1.4488
107.98,1.4515
108,1.4542
108.02,1.4569
108.04,1.4597
108.05,1.4624
108.07,1.4652
108.08,1.4679
108.1,1.4707
108.12,1.4734
108.13,1.4762
108.15,1.479
108.17,1.4817
108.18,1.4845
108.2,1.4873
108.22,1.49
108.24,1.4928
108.25,1.4956
108.27,1.4984
108.29,1.5012
108.3,1.504
108.32,1.5068
108.33,1.5096
108.35,1.5124
108.37,1.5152
108.39,1.5181
108.4,1.5209
108.42,1.5237
108.44,1.5265
108.45,1.5294
108.47,1.5322
108.48,1.5351
108.5,1.5379
108.52,1.5408
108.53,1.5436
108.55,1.5465
108.57,1.5493
108.59,1.5522
108.6,1.5551
108.62,1.558
108.63,1.5609
108.65,1.5637
108.67,1.5666
108.68,1.5695
108.7,1.5724
108.72,1.5753
108.73,1.5783
108.75,1.5812
108.77,1.5841
108.79,1.587
108.8,1.5899
108.82,1.5929
108.84,1.5958
108.85,1.5987
108.87,1.6017
108.89,1.6046
108.9,1.6076
108.92,1.6105
108.94,1.6135
108.95,1.6164
108.97,1.6194
108.99,1.6224
109,1.6253
109.02,1.6283
109.04,1.6313
109.05,1.6343
109.07,1.6373
109.09,1.6403
109.1,1.6433
109.12,1.6463
109.13,1.6493
109.15,1.6523
109.17,1.6553
109.19,1.6583
109.2,1.6613
109.22,1.6644
109.24,1.6674
109.25,1.6704
109.27,1.6735
109.29,1.6765
109.3,1.6796
109.32,1.6826
109.34,1.6857
109.35,1.6888
109.37,1.6918
109.39,1.6949
109.4,1.698
109.42,1.7011
109.44,1.7042
109.45,1.7073
109.47,1.7103
109.49,1.7134
109.5,1.7165
109.52,1.7197
109.54,1.7228
109.55,1.7259
109.57,1.729
109.59,1.7321
109.6,1.7352
109.62,1.7384
109.64,1.7415
109.65,1.7447
109.67,1.7478
109.69,1.751
109.7,1.7541
109.72,1.7573
109.74,1.7604
109.75,1.7636
109.77,1.7668
109.79,1.7699
109.8,1.7731
109.82,1.7763
109.84,1.7795
109.85,1.7827
109.87,1.7859
109.89,1.7891
109.9,1.7923
109.92,1.7955
109.94,1.7988
109.95,1.802
109.97,1.8052
109.99,1.8084
110,1.8117
110.02,1.8149
110.04,1.8182
110.05,1.8214
110.07,1.8247
110.09,1.8279
110.1,1.8312
110.12,1.8345
110.13,1.8377
110.15,1.841
110.17,1.8443
110.19,1.8476
110.2,1.8509
110.22,1.8542
110.24,1.8575
110.25,1.8608
110.27,1.8641
110.29,1.8674
110.3,1.8708
110.32,1.8741
110.34,1.8774
110.35,1.8807
110.37,1.8841
110.39,1.8874
110.4,1.8908
110.42,1.8941
110.44,1.8975
110.45,1.9008
110.47,1.9042
110.49,1.9076
110.5,1.911
110.52,1.9143
110.54,1.9177
110.55,1.9211
110.57,1.9245
110.59,1.9279
110.6,1.9313
110.62,1.9347
110.64,1.9382
110.65,1.9416
110.67,1.945
110.69,1.9484
110.7,1.9519
110.72,1.9553
110.74,1.9588
110.75,1.9622
110.77,1.9657
110.79,1.9691
110.8,1.9726
110.82,1.976
110.84,1.9795
110.85,1.983
110.87,1.9865
110.89,1.99
110.9,1.9935
110.92,1.997
110.94,2.0005
110.95,2.004
110.97,2.0075
110.99,2.011
111,2.0145
111.02,2.018
111.04,2.0216
111.05,2.0251
111.07,2.0286
111.09,2.0322
111.1,2.0357
111.12,2.0393
111.14,2.0428
111.16,2.0464
111.17,2.0499
111.19,2.0535
111.2,2.0571
111.22,2.0607
111.24,2.0642
111.25,2.0678
111.27,2.0714
111.29,2.075
111.3,2.0786
111.32,2.0822
111.34,2.0858
111.35,2.0895
111.37,2.0931
111.39,2.0967
111.4,2.1003
111.42,2.104
111.44,2.1076
111.45,2.1112
111.47,2.1149
111.49,2.1185
111.5,2.1222
111.52,2.1259
111.54,2.1295
111.55,2.1332
111.57,2.1369
111.59,2.1405
111.6,2.1442
111.62,2.1479
111.64,2.1516
111.65,2.1553
111.67,2.159
111.69,2.1627
111.7,2.1664
111.72,2.1701
111.74,2.1739
111.75,2.1776
111.77,2.1813
111.79,2.1851
111.8,2.1888
111.82,2.1925
111.84,2.1963
111.86,2.2001
111.87,2.2038
111.89,2.2076
111.9,2.2113
111.92,2.2151
111.94,2.2189
111.95,2.2227
111.97,2.2265
111.99,2.2303
112.01,2.2341
112.02,2.2379
112.04,2.2417
112.06,2.2455
112.07,2.2493
112.09,2.2532
112.1,2.257
112.12,2.2608
112.14,2.2647
112.16,2.2685
112.17,2.2723
112.19,2.2762
112.21,2.2801
112.22,2.2839
112.24,2.2878
112.26,2.2917
112.27,2.2955
112.29,2.2994
112.31,2.3033
112.32,2.3072
112.34,2.3111
112.36,2.315
112.37,2.3189
112.39,2.3228
112.4,2.3267
112.42,2.3307
112.44,2.3346
112.46,2.3385
112.47,2.3425
112.49,2.3464
112.51,2.3504
112.52,2.3543
112.54,2.3583
112.56,2.3622
112.57,2.3662
112.59,2.3702
112.61,2.3742
112.62,2.3781
112.64,2.3821
112.66,2.3861
112.67,2.3901
112.69,2.3941
112.71,2.3981
112.72,2.4021
112.74,2.4062
112.76,2.4102
112.77,2.4142
112.79,2.4182
112.81,2.4223
112.82,2.4263
112.84,2.4304
112.86,2.4344
112.87,2.4385
112.89,2.4425
112.91,2.4466
112.92,2.4507
112.94,2.4548
112.95,2.4588
112.97,2.4629
112.99,2.467
113.01,2.4711
113.02,2.4752
113.04,2.4793
113.06,2.4835
113.07,2.4876
113.09,2.4917
113.11,2.4958
113.12,2.5
113.14,2.5041
113.16,2.5083
113.17,2.5124
113.19,2.5166
113.21,2.5207
113.22,2.5249
113.24,2.5291
113.26,2.5332
113.27,2.5374
113.29,2.5416
113.31,2.5458
113.32,2.55
113.34,2.5542
113.36,2.5584
113.37,2.5626
113.39,2.5668
113.41,2.571
113.42,2.5753
113.44,2.5795
113.46,2.5837
113.47,2.588
113.49,2.5922
113.51,2.5965
113.52,2.6007
113.54,2.605
113.56,2.6092
113.57,2.6135
113.59,2.6178
113.61,2.6221
113.62,2.6264
113.64,2.6307
113.66,2.635
113.67,2.6393
113.69,2.6436
113.71,2.6479
113.72,2.6522
113.74,2.6565
113.75,2.6609
113.77,2.6652
113.79,2.6695
113.81,2.6739
113.82,2.6782
113.84,2.6826
113.86,2.687
113.87,2.6913
113.89,2.6957
113.91,2.7001
113.92,2.7045
113.94,2.7089
113.96,2.7133
113.97,2.7177
113.99,2.7221
114.01,2.7265
114.02,2.7309
114.04,2.7353
114.06,2.7397
114.07,2.7442
114.09,2.7486
114.11,2.7531
114.12,2.7575
114.14,2.762
114.16,2.7664
114.17,2.7709
114.19,2.7754
114.21,2.7798
114.22,2.7843
114.24,2.7888
114.26,2.7933
114.27,2.7978
114.29,2.8023
114.31,2.8068
114.32,2.8114
114.34,2.8159
114.36,2.8204
114.37,2.8249
114.39,2.8295
114.41,2.834
114.42,2.8386
114.44,2.8432
114.46,2.8477
114.47,2.8523
114.49,2.8569
114.51,2.8614
114.52,2.866
114.54,2.8706
114.56,2.8752
114.57,2.8798
114.59,2.8844
114.61,2.889
114.62,2.8937
114.64,2.8983
114.66,2.9029
114.67,2.9075
114.69,2.9122
114.71,2.9168
114.72,2.9215
114.74,2.9262
114.76,2.9308
114.77,2.9355
114.79,2.9402
114.81,2.9449
114.82,2.9496
114.84,2.9543
114.86,2.959
114.87,2.9637
114.89,2.9684
114.91,2.9731
114.92,2.9778
114.94,2.9826
114.96,2.9873
114.97,2.992
114.99,2.9968
115.01,3.0016
115.03,3.0063
115.04,3.0111
115.06,3.0159
115.07,3.0206
115.09,3.0254
115.11,3.0302
115.12,3.035
115.14,3.0398
115.16,3.0446
115.18,3.0495
115.19,3.0543
115.21,3.0591
115.22,3.0639
115.24,3.0688
115.26,3.0736
115.27,3.0785
115.29,3.0833
115.31,3.0882
115.32,3.0931
115.34,3.098
115.36,3.1028
115.37,3.1077
115.39,3.1126
115.41,3.1175
115.42,3.1224
115.44,3.1273
115.46,3.1323
115.47,3.1372
115.49,3.1421
115.51,3.1471
115.53,3.152
115.54,3.157
115.56,3.1619
115.58,3.1669
115.59,3.1718
115.61,3.1768
115.63,3.1818
115.64,3.1868
115.66,3.1918
115.68,3.1968
115.69,3.2018
115.71,3.2068
115.73,3.2118
115.74,3.2169
115.76,3.2219
115.77,3.2269
115.79,3.232
115.81,3.237
115.82,3.2421
115.84,3.2471
115.86,3.2522
115.88,3.2573
115.89,3.2624
115.91,3.2675
115.93,3.2726
115.94,3.2777
115.96,3.2828
115.98,3.2879
115.99,3.293
116.01,3.2981
116.03,3.3033
116.04,3.3084
116.06,3.3136
116.08,3.3187
116.09,3.3239
116.11,3.329
116.13,3.3342
116.14,3.3394
116.16,3.3446
116.18,3.3498
116.19,3.355
116.21,3.3602
116.23,3.3654
116.24,3.3706
116.26,3.3758
116.28,3.381
116.29,3.3863
116.31,3.3915
116.33,3.3968
116.34,3.402
116.36,3.4073
116.38,3.4125
116.39,3.4178
116.41,3.4231
116.43,3.4284
116.44,3.4337
116.46,3.439
116.48,3.4443
116.49,3.4496
116.51,3.4549
116.53,3.4602
116.54,3.4656
116.56,3.4709
116.58,3.4762
116.59,3.4816
116.61,3.4869
116.63,3.4923
116.64,3.4977
116.66,3.503
116.68,3.5084
116.69,3.5138
116.71,3.5192
116.73,3.5246
116.74,3.53
116.76,3.5354
116.78,3.5409
116.79,3.5463
116.81,3.5517
116.83,3.5572
116.84,3.5626
116.86,3.5681
116.88,3.5735
116.89,3.579
116.91,3.5845
116.93,3.59
116.94,3.5954
116.96,3.6009
116.98,3.6064
116.99,3.6119
117.01,3.6174
117.03,3.623
117.04,3.6285
117.06,3.634
117.08,3.6395
117.09,3.6451
117.11,3.6506
117.13,3.6562
117.14,3.6618
117.16,3.6673
117.18,3.6729
117.19,3.6785
117.21,3.6841
117.23,3.6897
117.24,3.6953
117.26,3.7009
117.28,3.7065
117.29,3.7121
117.31,3.7178
117.33,3.7234
117.34,3.7291
117.36,3.7347
117.38,3.7404
117.39,3.746
117.41,3.7517
117.43,3.7574
117.44,3.763
117.46,3.7687
117.48,3.7744
117.49,3.7801
117.51,3.7858
117.53,3.7915
117.54,3.7973
117.56,3.803
117.58,3.8087
117.59,3.8145
117.61,3.8202
117.63,3.8259
117.64,3.8317
117.66,3.8375
117.68,3.8432
117.69,3.849
117.71,3.8548
117.73,3.8606
117.74,3.8664
117.76,3.8722
117.78,3.878
117.79,3.8838
117.81,3.8897
117.83,3.8955
117.84,3.9013
117.86,3.9072
117.88,3.913
117.89,3.9189
117.91,3.9247
117.93,3.9306
117.94,3.9365
117.96,3.9424
117.98,3.9483
117.99,3.9542
118.01,3.9601
118.03,3.966
118.05,3.9719
118.06,3.9778
118.08,3.9837
118.09,3.9897
118.11,3.9956
118.13,4.0015
118.14,4.0075
118.16,4.0135
118.18,4.0194
118.19,4.0254
118.21,4.0314
118.23,4.0374
118.24,4.0434
118.26,4.0494
118.28,4.0554
118.29,4.0614
118.31,4.0674
118.33,4.0734
118.34,4.0795
118.36,4.0855
118.38,4.0916
118.4,4.0976
118.41,4.1037
118.43,4.1097
118.44,4.1158
118.46,4.1219
118.48,4.128
118.49,4.1341
118.51,4.1402
118.53,4.1463
118.54,4.1524
118.56,4.1586
118.58,4.1647
118.59,4.1708
118.61,4.177
118.63,4.1831
118.64,4.1893
118.66,4.1955
118.68,4.2016
118.7,4.2078
118.71,4.214
118.73,4.2202
118.75,4.2264
118.76,4.2326
118.78,4.2388
118.79,4.2451
118.81,4.2513
118.83,4.2575
118.85,4.2638
118.86,4.27
118.88,4.2763
118.89,4.2826
118.91,4.2888
118.93,4.2951
118.94,4.3014
118.96,4.3077
118.98,4.314
119,4.3203
119.01,4.3266
119.03,4.3329
119.04,4.3393
119.06,4.3456
119.08,4.3519
119.1,4.3583
119.11,4.3646
119.13,4.371
119.15,4.3774
119.16,4.3838
119.18,4.3902
119.19,4.3966
119.21,4.403
119.23,4.4094
119.24,4.4158
119.26,4.4222
119.28,4.4286
119.3,4.4351
119.31,4.4415
119.33,4.448
119.35,4.4544
119.36,4.4609
119.38,4.4674
119.4,4.4738
119.41,4.4803
119.43,4.4868
119.45,4.4933
119.46,4.4998
119.48,4.5063
119.5,4.5128
119.51,4.5194
119.53,4.5259
119.55,4.5324
119.56,4.539
119.58,4.5455
119.6,4.5521
119.61,4.5587
119.63,4.5653
119.65,4.5718
119.66,4.5784
119.68,4.585
119.7,4.5917
119.71,4.5983
119.73,4.6049
119.75,4.6115
119.76,4.6182
119.78,4.6248
119.8,4.6315
119.81,4.6381
119.83,4.6448
119.85,4.6514
119.86,4.6581
119.88,4.6648
119.9,4.6715
119.91,4.6782
119.93,4.6849
119.95,4.6916
119.96,4.6983
119.98,4.7051
120,4.7118
120.01,4.7186
120.03,4.7253
120.05,4.7321
120.06,4.7388
120.08,4.7456
120.1,4.7524
120.12,4.7592
120.13,4.766
120.15,4.7728
120.16,4.7796
120.18,4.7864
120.2,4.7932
120.21,4.8001
120.23,4.8069
120.25,4.8137
120.26,4.8206
120.28,4.8275
120.3,4.8343
120.31,4.8412
120.33,4.8481
120.35,4.855
120.36,4.8619
120.38,4.8688
120.4,4.8757
120.41,4.8826
120.43,4.8895
120.45,4.8965
120.46,4.9034
120.48,4.9103
120.5,4.9173
120.51,4.9243
120.53,4.9312
120.55,4.9382
120.56,4.9452
120.58,4.9522
120.6,4.9592
120.61,4.9662
120.63,4.9732
120.65,4.9802
120.66,4.9872
120.68,4.9942
120.7,5.0013
120.71,5.0083
120.73,5.0154
120.75,5.0224
120.76,5.0295
120.78,5.0365
120.8,5.0436
120.81,5.0507
120.83,5.0578
120.85,5.0649
120.86,5.072
120.88,5.0791
120.9,5.0862
120.91,5.0933
120.93,5.1005
120.95,5.1076
120.96,5.1148
120.98,5.1219
121,5.1291
121.02,5.1362
121.03,5.1434
121.05,5.1506
121.07,5.1578
121.08,5.165
121.1,5.1722
121.11,5.1794
121.13,5.1866
121.15,5.1938
121.16,5.2011
121.18,5.2083
121.2,5.2156
121.22,5.2228
121.23,5.2301
121.25,5.2373
121.27,5.2446
121.28,5.2519
121.3,5.2592
121.31,5.2665
121.33,5.2738
121.35,5.2811
121.37,5.2884
121.38,5.2957
121.4,5.3031
121.42,5.3104
121.43,5.3177
121.45,5.3251
121.47,5.3325
121.48,5.3398
121.5,5.3472
121.52,5.3546
121.53,5.362
121.55,5.3694
121.57,5.3768
121.58,5.3842
121.6,5.3916
121.62,5.399
121.63,5.4064
121.65,5.4139
121.67,5.4213
121.68,5.4288
121.7,5.4362
121.72,5.4437
121.73,5.4512
121.75,5.4586
121.77,5.4661
121.78,5.4736
121.8,5.4811
121.82,5.4886
121.83,5.4961
121.85,5.5036
121.87,5.5112
121.88,5.5187
121.9,5.5263
121.92,5.5338
121.93,5.5414
121.95,5.5489
121.97,5.5565
121.98,5.5641
122,5.5717
122.02,5.5793
122.03,5.5869
122.05,5.5945
122.07,5.6021
122.08,5.6097
122.1,5.6173
122.12,5.6249
122.13,5.6326
122.15,5.6402
122.17,5.6479
122.18,5.6555
122.2,5.6632
122.22,5.6709
122.23,5.6786
122.25,5.6862
122.27,5.6939
122.28,5.7016
122.3,5.7093
122.32,5.7171
122.33,5.7248
122.35,5.7325
122.37,5.7402
122.38,5.748
122.4,5.7557
122.42,5.7635
122.43,5.7712
122.45,5.779
122.47,5.7868
122.48,5.7945
122.5,5.8023
122.52,5.8101
122.53,5.8179
122.55,5.8257
122.57,5.8335
122.58,5.8414
122.6,5.8492
122.62,5.857
122.63,5.8649
122.65,5.8727
122.67,5.8806
122.68,5.8884
122.7,5.8963
122.72,5.9042
122.73,5.9121
122.75,5.92
122.77,5.9279
122.78,5.9358
122.8,5.9437
122.82,5.9516
122.83,5.9595
122.85,5.9674
122.87,5.9754
122.88,5.9833
122.9,5.9913
122.92,5.9992
122.93,6.0072
122.95,6.0151
122.97,6.0231
122.98,6.0311
123,6.0391
123.02,6.047
123.03,6.055
123.05,6.063
123.07,6.0711
123.08,6.0791
123.1,6.0871
123.12,6.0951
123.13,6.1031
123.15,6.1112
123.17,6.1192
123.18,6.1273
123.2,6.1353
123.22,6.1434
123.23,6.1515
123.25,6.1595
123.27,6.1676
123.28,6.1757
123.3,6.1838
123.32,6.1919
123.33,6.2
123.35,6.2081
123.37,6.2162
123.38,6.2243
123.4,6.2325
123.42,6.2406
123.43,6.2487
123.45,6.2569
123.47,6.265
123.48,6.2732
123.5,6.2813
123.52,6.2895
123.53,6.2977
123.55,6.3059
123.57,6.3141
123.58,6.3222
123.6,6.3304
123.62,6.3386
123.63,6.3469
123.65,6.3551
123.67,6.3633
123.68,6.3715
123.7,6.3797
123.72,6.388
123.73,6.3962
123.75,6.4045
123.77,6.4127
123.78,6.421
123.8,6.4292
123.82,6.4375
123.83,6.4458
123.85,6.4541
123.87,6.4623
123.88,6.4706
123.9,6.4789
123.92,6.4872
123.93,6.4955
123.95,6.5039
123.97,6.5122
123.98,6.5205
124,6.5288
124.02,6.5372
124.03,6.5455
124.05,6.5539
124.07,6.5622
124.08,6.5706
124.1,6.5789
124.12,6.5873
124.13,6.5957
124.15,6.6041
124.17,6.6124
124.18,6.6208
124.2,6.6292
124.22,6.6376
124.23,6.646
124.25,6.6544
124.27,6.6629
124.28,6.6713
124.3,6.6797
124.32,6.6881
124.33,6.6966
124.35,6.705
124.37,6.7134
124.38,6.7219
124.4,6.7304
124.42,6.7388
